,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
0,中国国家博物馆,钱江晚报,直击人心的《等你凯旋》!浙商职院老师作品被中国国家博物馆永久收藏,近日，浙江商业职业技术学院艺术设计学院商亚东老师收到了中国国家博物馆寄来的收藏证书，其油画作品《等你凯旋》在中国国家博物馆展出后，经专家评审，被该馆永久收藏。油画《等你凯旋》的创作灵感源于2020年1月，浙江首批紧急医疗队从...,https://baijiahao.baidu.com/s?id=1698804249066367532&wfr=spider&for=pc,"('7天前', 168)"
1,中国国家博物馆,中国新闻网,北京:市民在中国国家博物馆乐享周末休闲时光,"5月9日,北京,市民在中国国家博物馆参观展出的字画。(来源:中新社 摄影:田雨昊) 【编辑:刘文曦】中国新闻社北京分社版权所有::刊用本网站稿件,务经书面授权 主办单位:中国新闻社北京分社 地址:北京市西城区百万庄南街12号 邮编:1000...",http://www.bj.chinanews.com/news/2021/0510/81873.html,"('昨天09:14', 24)"
2,中国国家博物馆,腾讯网,"泱泱华夏,巍巍中华!走近【国家博物馆】我们从小读文化课","一、关于中国国家博物馆 我们现在所参观的 位于天安门广场东侧的 国博新馆,于2011年3月建成开放,用地面积7万平方米,地上5层,地下2层,展厅48个,藏品100余万件,是世界上单体建筑面积最大的博物馆,是中华文物收藏量最丰富的博物馆之一...",https://new.qq.com/omn/20210506/20210506A0DLE400.html,"('5天前', 120)"
3,中国国家博物馆,央视新闻,中国国家博物馆:假期正常开放 推出26项展览,"五一假期将至,中国国家博物馆对外发布,假期期间正常开放,将推出26项展览,每天预约人数上限为15000人。 02:09 中国国家博物馆5月1日至5月5日正常开放。开馆时间为9时,停止入馆时间为16时,闭馆时间为17时。共有26个展览为观众开放参观...",https://baijiahao.baidu.com/s?id=1698459100958983965&wfr=spider&for=pc,"('4月30日', 720)"
4,中国国家博物馆,中国青年网,在国家博物馆讲述“真理的味道”,新华社北京5月3日电 在中国国家博物馆的“复兴之路”基本陈列展厅内，有这样一本书，它的封皮有些褪色，参观者甚至都不会注意到它，但它对马克思主义在中国的早期传播起了非常重要的作用。这本书就是1920年8月上海共产党早期组织出版...,https://baijiahao.baidu.com/s?id=1698728067575511497&wfr=spider&for=pc,"('8天前', 192)"
5,中国国家博物馆,雅昌新闻,"精进之心,跨界之道——设计达人肖继平作品被中国国家博物馆永久收藏","好作品自然脱颖而出,肖继平接下来收到了中国美协发出的参展邀请,这个展览是由中国国家博物馆、中国美术家协会、中国书法家协会联合,在中国国家博物馆举办的《众志成城——抗疫主题美术作品展》,三大最顶级的权威组织在七万多件优秀应征...",https://news.artron.net/20210510/n1095112.html,"('昨天14:51', 24)"
6,中国国家博物馆,金融网,新绿色药业25件抗疫实物被中国国家博物馆收藏!,"1月27日,四川新绿色药业科技发展有限公司(简称新绿色药业)收到中国国家博物馆颁发的捐赠证书。见证新绿色药业深度参与全民抗疫行动的“流动应急智能中药房”模型等25件/套代表性实物,被中国国家博物馆永久收藏。 ",http://www.financeun.com/newsDetail/42150.shtml,"('昨天16:33', 24)"
7,中国国家博物馆,本地宝,4月26日至30日中国国家博物馆近期展览汇总,"【导语】:2021年4月26日至30日国家博物馆展览信息出炉,包括古代中国等基本陈列展、国色初光—甘肃彩陶艺术等专题展览,月球样品001号·见证中华飞天梦等临时展览,还有科学技术与工业展即将开展的展览。 ",http://bj.bendibao.com/news/2009526/291897.shtm,"('4月27日', 720)"
8,中国国家博物馆,网易,国家博物馆藏元代青花瓷,"中国国家博物馆,简称国博,位于北京市中心天安门广场东侧,东长安街南侧,与人民大会堂东西相对称,是历史与艺术并重,集收藏、展览、研究、考古、公共教育、文化交流于一体的综合性博物馆。由于只是展览的一些瓷器,量太少,所以翻来覆去的拍,...",https://www.163.com/dy/article/G98UJI2T0537FKU8.html,"('6天前', 144)"
9,中国国家博物馆,网易,...系列展览之“中国民间表现主义·王辅民艺术展”在中国国家画院...,"中国国家博物馆副馆长刘万鸣: 与辅民先生相交甚久,他的画有一个主要特征是作为中国人物画家,他特别巧妙地把民间艺术的造型、色彩等元素融入到水墨画当中。他画面中的一些造型都和民间相关,作品的内容都是反映民间的。他把民间的东西跟...",https://www.163.com/dy/article/G9ALEFPQ0514FHED.html,"('5天前', 120)"
10,中国国家博物馆,中国青年报,港珠澳大桥海关青年突击队队旗被中国国家博物馆收藏,近日，广东珠海拱北海关团委港珠澳大桥海关疫情防控青年突击队队旗被中国国家博物馆永久收藏。2020年新冠肺炎疫情时期，口岸现场的海关卫生检疫岗，风险高，压力大，拱北海关团委迅速组织成立多支青年突击队，驰援口岸卫生检疫岗。“青年突击队...,https://baijiahao.baidu.com/s?id=1697886616407324498&wfr=spider&for=pc,"('4月24日', 720)"
11,中国国家博物馆,腾讯网,"国内排名前几的几大博物馆推荐,喜欢历史文化的朋友收藏吧","北京故宫博物院,紫禁城,皇家宫殿,国家5A级旅游景点,世界五大宫之首,世界文化遗产。建立于1925年10月10日,位于北京故宫紫禁城内。是在明朝、清朝两代皇宫及其收藏的基础上建立起来的中国综合性博物馆,也是中国比较大的古代文化艺术博物馆,其...",https://xw.qq.com/cmsid/20210415A0BAK100,"('4月23日', 720)"
12,中国国家博物馆,本地宝,2021年中国国家博物馆五一展览汇总(长期展览+临时展览),"【导语】:五一劳动节即将到来,国家博物馆五一期间实行全员实名预约参观机制,每天预约人数是15000人。观众需提前预约入馆时出示实时健康码,参观中全程正确佩戴口罩。 2021年中国国家博物馆五一展览汇总(长期展览+临时展览)长期...",http://bj.bendibao.com/news/2021430/292124.shtm,"('4月30日', 720)"
13,中国国家博物馆,潇湘晨报,高台“地下画廊”将亮相国家博物馆,据兰州晚报报道（记者 高宏梅）为贯彻落实“一带一路”倡议，依托国家博物馆重要平台展示河西特色文物，扩大河西历史文化影响力，5月15日至8月15日，高台县博物馆精选了一批具有代表性的文物，在中国国家博物馆参与举办“竞为华观——...,https://baijiahao.baidu.com/s?id=1699155477515134965&wfr=spider&for=pc,"('3天前', 72)"
14,中国国家博物馆,长江日报,中国国家博物馆考古院院长、研究馆员戴向明:三星堆文化属于“中国...,"戴向明:我去年才到三星堆博物馆现场参观过,至今印象深刻。 首先说考古文物。从三星堆遗址考古发现的文物可以看到,三星堆文化与中原地区、长江流域同时期的其他文化有很大的不同,比如它的青铜人面像、人头像、立人像、神树和一些青铜鸟兽...",https://baijiahao.baidu.com/s?id=1698145021109107424&wfr=spider&for=pc,"('4月27日', 720)"
15,中国国家博物馆,科技生活快报,美国是世界上博物馆最多的国家 中国的博物馆吸引最多的游客,参观人数最多的博物馆是位于法国巴黎的罗浮宫，每年就吸引900多万名游客参观。虽然中国的博物馆数量在世界上排名第15位，但该研究指出，中国的博物馆吸引最多的游客。此外，世界上参观人数第二多的博物馆是在北京的中国国家博物馆。,https://baijiahao.baidu.com/s?id=1698007191056801971&wfr=spider&for=pc,"('4月25日', 720)"
16,中国国家博物馆,羊城派,拱北海关四件疫情防控见证物被中国国家博物馆收藏,文/羊城晚报全媒体记者 钱瑜 通讯员 袁文立 俞波 拱宣 近日，拱北海关选送的四件疫情防控见证物被中国国家博物馆正式收藏。四件见证物分别为拱北海关团委港珠澳大桥海关青年突击队队旗、第一票经港珠澳大桥口岸出口香港用于建设紧急隔离...,https://baijiahao.baidu.com/s?id=1696847879505874471&wfr=spider&for=pc,"('4月12日', 720)"
17,中国国家博物馆,中国江苏网,...八省市15位画家创作的《中国大运河史诗图卷》走进国家博物馆,北京，大运河漕运的终点；江苏，中国大运河的起源地。4月10日，江苏省文旅厅组织创作的《中国大运河史诗图卷》展在中国国家博物馆开幕，世界文化遗产以穿越2500年、纵贯6400里的壮丽景象，“流淌”在国家级的艺术殿堂和公共文化空间里。...,https://baijiahao.baidu.com/s?id=1696967072388420220&wfr=spider&for=pc,"('4月14日', 720)"
18,中国国家博物馆,环球网,国家博物馆《复兴之路》展览——牢记初心使命 激发奋进力量(党旗...,2007年，《复兴之路》大型主题展览在中国人民革命军事博物馆举办。2011年，《复兴之路》作为国家博物馆改扩建工程竣工后推出的第一个基本陈列，与广大观众见面。2018年7月1日，《复兴之路·新时代部分》向观众正式展出。《复兴之路》《复兴...,https://baijiahao.baidu.com/s?id=1697159390321467457&wfr=spider&for=pc,"('4月16日', 720)"
19,中国国家博物馆,京报网,"“五一”全国景区客流有望超2019年同期,三星堆博物馆成“黑马”","受近期新出土文物获得的超高人气拉动,三星堆博物馆成为今年“五一”假期博物馆中的一匹“黑马”。此外,人气较高的中国国家博物馆线上预定也异常火爆,假期前三天的参观名额目前已经基本全部预约满额。 红色旅游人气大幅提升,也将成为今年“...",https://baijiahao.baidu.com/s?id=1698338210416302067&wfr=spider&for=pc,"('4月29日', 720)"
20,中国国家博物馆,人民资讯,"“歌咏党史,唱颂辉煌”主题音乐党课在国家博物馆开讲",4月17日下午，由中国国家博物馆、中央音乐学院、武警北京总队执勤一支队共同主办的“歌咏党史，唱颂辉煌”主题音乐党课在中国国家博物馆开讲。此次活动以“文物+音乐”的党课新模式，用歌声吟咏建党初心，展现了在中国共产党领导下中国社会...,https://baijiahao.baidu.com/s?id=1697444176752240568&wfr=spider&for=pc,"('4月19日', 720)"
21,中国国家博物馆,荔枝新闻,《中国大运河史诗图卷》展览 在中国国家博物馆开幕,今天（4月10日）上午，《中国大运河史诗图卷》展在中国国家博物馆开幕。《中国大运河史诗图卷》长135米、高3米。在这部史诗图卷中，既有历史的厚重底蕴，又有现代的青春光彩；既有标志性的水工建筑，又有代表性的风物遗存；既有静...,https://baijiahao.baidu.com/s?id=1696648629946632328&wfr=spider&for=pc,"('4月10日', 720)"
22,中国国家博物馆,金台资讯,“希望的田野——脱贫攻坚 共享小康全国摄影展”在中国国家博物馆...,人民网北京4月9日电 (韦衍行)4月9日，由中国文学艺术界联合会、中国国家博物馆和中国摄影家协会联合主办的“希望的田野——脱贫攻坚 共享小康全国摄影展”在中国国家博物馆正式开幕。为生动记录脱贫攻坚战这一伟大历史实践，广大摄影...,https://baijiahao.baidu.com/s?id=1696548276435531859&wfr=spider&for=pc,"('4月9日', 720)"
23,中国国家博物馆,澎湃在线,嘉定画家抗疫作品被中国国家博物馆收藏!全上海唯一一件入选……,"艺术家们刀笔纵横，以“艺”战“疫”，镌刻下一幅幅震撼人心的书画作品。日前，由嘉定画家张渭人在疫情期间创作的国画作品《抗疫中的快递小哥》被中国国家博物馆收藏，这也是唯一一件代表上海入馆的抗疫作品。
“作品是我在抗疫形势最...",https://baijiahao.baidu.com/s?id=1696143517624157744&wfr=spider&for=pc,"('4月4日', 720)"
24,中国国家博物馆,潇湘晨报,周口画家李振作品《在路上》被国家博物馆收藏,李振作品《在路上》日前，周口日报·周道客户端记者从周口市文联获悉，周口画家李振近日收到了中国国家博物馆的收藏证书，他创作的作品《在路上》亮相“众志成城——抗疫主题美术作品展”后，被国家博物馆永久收藏。2020年是人类历史上极...,https://baijiahao.baidu.com/s?id=1694732640455588223&wfr=spider&for=pc,"('3月20日', 1440)"
25,中国国家博物馆,光明网,【组图】“中国古代服饰文化展”亮相中国国家博物馆,2月6日，观展者在中国国家博物馆认真观赏“中国古代服饰文化展”展出文物。人民网 刘微摄 人民网北京2月7日电 2月6日，“中国古代服饰文化展”在中国国家博物馆启幕。本次展览内容丰富，展品中有数十件馆藏一级品，《陇西恭献王...,https://baijiahao.baidu.com/s?id=1691115920958386564&wfr=spider&for=pc,"('2月8日', 2160)"
26,中国国家博物馆,中国日报网,清代宫廷珍品在中国国家博物馆开展,由中国国家博物馆与沈阳故宫博物院联合主办“金玉满堂——沈阳故宫典藏清代宫廷珍品”开幕以来受到观众热捧。该展通过“皇权与秩序”“生活与习俗”“陈设与清供”“艺术与信仰”“文治与武备”五个单元，集中展示沈阳故宫博物院典藏的200余...,https://baijiahao.baidu.com/s?id=1688011138250570583&wfr=spider&for=pc,"('1月5日', 2880)"
27,中国国家博物馆,澎湃在线,“无价之土”要向公众展示了:月球样品已运抵中国国家博物馆,"22日在人民大会堂首次公开亮相的月壤已运抵中国国家博物馆,即将面向公众展出。届时大家可以近距离一睹月壤真容。约上你的小伙伴,一起去看这份“无价之土”吧!  话不多说,先上图!  月壤容器设计“玄机”重重  据月壤容器设计师...",https://baijiahao.baidu.com/s?id=1692468786224154954&wfr=spider&for=pc,"('unknown', 'unknown')"
28,中国国家博物馆,北青网,中国国家博物馆推出古代钱币常设展,近日，“中国古代钱币展”正在中国国家博物馆举行。展览从中国国家博物馆馆藏钱币中精选出1800余件珍品，辅以其他类别文物200余件，分为“泉林漫步”与“圜宇方圆”进行展示，系统呈现了中国古代钱币的历史演进及所承载的中国古代政治、经济...,https://baijiahao.baidu.com/s?id=1691859661437154405&wfr=spider&for=pc,"('2月16日', 2160)"
29,中国国家博物馆,京报网,"你知道吗,中国国家博物馆被编为0001号的文物是它",中国国家博物馆展览大厅里摆放着一件国家一级文物，它是中国共产主义运动先驱——李大钊就义的绞刑架：1950年，中国革命博物馆筹建时，主要负责人之一的王冶秋心心念念一定要找回它，找到后被编为0001号。1927年4月28日 北京西交民巷...,https://baijiahao.baidu.com/s?id=1693085978270073246&wfr=spider&for=pc,"('3月2日', 1440)"
30,中国国家博物馆,中国青年网,“月球样品001号”入藏中国国家博物馆并公开展出,2月27日，“月球样品001号·见证中华飞天梦” 展览开幕式暨捐赠入藏仪式在中国国家博物馆举行。据介绍，容纳月壤的容器材质为人造水晶，整体造型借鉴自国博馆藏的系列青铜“尊”造型。容器内部造型由地球、中国地图、月球、月壤等组成。...,https://baijiahao.baidu.com/s?id=1692847492629854432&wfr=spider&for=pc,"('2月27日', 2160)"
31,中国国家博物馆,潇湘晨报,月球样品亮相中国国家博物馆,原标题：月球样品亮相国博 “月球样品001号·见证中华飞天梦”展览27日上午在中国国家博物馆开幕，嫦娥五号从月球带回的“土特产”——月球样品和广大公众见面。此外，展览还展出了探月工程相关科技实物、大量图片资料、动态图片和视频资料，...,https://baijiahao.baidu.com/s?id=1692816576578377173&wfr=spider&for=pc,"('2月27日', 2160)"
32,中国国家博物馆,新浪财经,中国国家博物馆初一至初六正常开放 游客须实名分时段预约游览,新春将至，中国国家博物馆2021年春节期间开放时间安排如下：2月11日（除夕）闭馆一天。2月12日（正月初一）至2月17日（正月初六）正常开放。开馆时间为9时，停止入馆时间为16时 ，闭馆时间为17时。根据中央关于疫情防控常态下工作要求...,https://baijiahao.baidu.com/s?id=1691276681911762008&wfr=spider&for=pc,"('2月10日', 2160)"
33,中国国家博物馆,展馆设计,中国国家博物馆丨“ 天地同和——中国古代乐器展 ” 彰显中华传统...,中国国家博物馆举办“天地同和——中国古代乐器展”，就是希望系统展示反映中国古代音乐发展演变历程的代表性物证，彰显中华优秀传统音乐艺术的独特魅力。展览包括四个部分：鹤鸣九皋，声闻于天 钟鼓喤喤，大音至乐 丝竹相合，妙音飞花 云...,https://baijiahao.baidu.com/s?id=1688299992743488168&wfr=spider&for=pc,"('1月8日', 2880)"
34,中国国家博物馆,环球网,“舟楫千里——大运河文化展”在中国国家博物馆举办,"本文转自【中新网】;11月4日,中国国家博物馆展出的《大禹治水图》(清)。由中国国家博物馆策划的“舟楫千里——大运河文化展”近日在北京国博向公众开放,展览展期近4个月。 中新社记者 田雨昊 摄11月4日,参观者在中国国家博物馆...",https://baijiahao.baidu.com/s?id=1682420680564005309&wfr=spider&for=pc,"('11月4日', 2160)"
35,中国国家博物馆,中国侨网,中国国家博物馆举办大运河文化展,国博举办大运河文化展 本报北京11月2日电  (记者王珏)1日，“舟楫千里——大运河文化展”在中国国家博物馆面向公众开放。该展由中国国家博物馆联合首都博物馆、天津博物馆和河北博物院共同举办，展期近4个月。本次展览展出170件(套)...,https://baijiahao.baidu.com/s?id=1682306882695456035&wfr=spider&for=pc,"('11月3日', 2160)"
36,中国国家博物馆,国际在线,中国国家博物馆与中国戏曲学院签署战略合作协议,"中国国家博物馆与中国戏曲学院战略合作协议签署仪式在国博举行(中国国家博物馆供图)国际在线消息(记者 陈毓娟):10月10日,中国国家博物馆与中国戏曲学院战略合作协议签署仪式在中国国家博物馆举行。中国国家博物馆馆长王春法、中国戏曲学院党委...",https://baijiahao.baidu.com/s?id=1680330710408518923&wfr=spider&for=pc,"('10月12日', 2160)"
37,中国国家博物馆,青瞳视角,中国国家博物馆与中国戏曲学院 签署战略合作协议,10月10日，中国国家博物馆与中国戏曲学院战略合作协议签署仪式在中国国家博物馆举行。据北青-北京头条记者了解，双方将在举办展览、藏品征集、学术研究和人才培养等方面进行深入合作。摄影：余冠辰 中国国家博物馆馆王春法表示，中国戏曲学院...,https://baijiahao.baidu.com/s?id=1680219163479761933&wfr=spider&for=pc,"('10月11日', 2160)"
38,中国国家博物馆,顶端新闻,《辛丑年》特种邮票在中国国家博物馆首发,2021年1月5日，《辛丑年》特种邮票首发仪式在中国国家博物馆举行。该套邮票设计者、著名艺术家姚钟华，中国邮政集团有限公司董事长刘爱力，中国国家博物馆党委副书记古建东等出席仪式。自去年9月1日《辛丑年》特种邮票宣布开机印刷后，广大...,https://baijiahao.baidu.com/s?id=1688034370437108616&wfr=spider&for=pc,"('1月5日', 2880)"
39,中国国家博物馆,上游新闻,“重庆造”的骄傲!国内首台大型医疗设备海扶刀入藏中国国家博物馆,12月22日，在重庆两江新区超声医疗国家工程研究中心，举行了海扶刀设备捐赠中国国家博物馆交接仪式。中国首台完全自主知识产权的大型医疗设备海扶刀正式获中国国家博物馆收藏。捐赠给中国国家博物馆的这台海扶刀聚焦超声肿瘤治疗系统于1999年...,https://baijiahao.baidu.com/s?id=1686782316718236294&wfr=spider&for=pc,"('12月22日', 2160)"
40,中国国家博物馆,新民晚报,“镜里千秋——中国古代铜镜文化”展今在中国国家博物馆开幕,“镜里千秋——中国古代铜镜文化”展今天在中国国家博物馆开幕，展览从数以千计馆藏铜镜及相关文物中精选出260余件（套）展品，完整地串联起中国古代铜镜的发展脉络，系统展示铜镜的历史价值、审美价值、科技价值和文化价值。今天凌晨，...,https://baijiahao.baidu.com/s?id=1684244722639729845&wfr=spider&for=pc,"('11月24日', 2160)"
41,中国国家博物馆,游学假期,游学假期云课堂带你走进中国国家博物馆研学旅行在北京,每一件国宝都隐藏着无尽的历史密码，等着你逐个开启，走进国家博物馆，上一堂历史课，把博物馆当作课堂，让探究成为学习的常态。中国国家博物馆，位于北京市中心，天安门广场东侧，东长安街南侧，与人民大会堂东西相对称，是历史与艺术并重...,https://baijiahao.baidu.com/s?id=1683057273223148672&wfr=spider&for=pc,"('11月16日', 2160)"
42,中国国家博物馆,青瞳视角,119件山东博兴佛造像在中国国家博物馆展出,10月28日，“相由心生——山东博兴佛造像展”在中国国家博物馆开幕，展期4个月。这是继“格物匠新”“玉出红山”等展览之后，中国国家博物馆又一次携手地方文博单位办展，是对山东博兴地区佛造像历史艺术的系统性展示。本次展览由中国...,https://baijiahao.baidu.com/s?id=1681778525075089342&wfr=spider&for=pc,"('10月28日', 2160)"
43,中国国家博物馆,青瞳视角,花鸟画大家张书旂先生作品在中国国家博物馆展出,近日，“疏影暗香——纪念张书旂诞辰120周年艺术展”亮相中国国家博物馆南8展厅。北青-北京头条记者看到，此次展览系统回顾了张书旂先生独特的艺术人生和卓越的艺术成就，彰显了一代艺术名家的人生追求和家国情怀。本次展览由中国国家博物馆...,https://baijiahao.baidu.com/s?id=1680602791191257326&wfr=spider&for=pc,"('10月15日', 2160)"
44,中国国家博物馆,北京日报客户端,中国国家博物馆与中国戏曲学院签约 国博有望“唱大戏”,未来，最正宗的戏码有望在国家博物馆定期开锣。10日，该馆与中国戏曲学院签订战略合作协议，预计年底双方就将推出特展，讲述中国戏曲教育70年故事。高校和博物馆，“跨界”合作的双方其实都是保护与传承优秀传统文化的践行者。中国戏曲学院...,https://baijiahao.baidu.com/s?id=1680164860802682780&wfr=spider&for=pc,"('10月10日', 2160)"
45,中国国家博物馆,国家博物馆,中国国家博物馆卡通形象征集大赛入围作品展示「第三辑」,【引子】时光匆匆，转眼间 卡通形象征集大赛的投票时间 已过去了三分之一 如果您还没有给心仪的作品投票 可要抓紧时间了！前两天为大家展示了两辑入围作品 中国国家博物馆卡通形象征集大赛入围作品展示【第一辑】中国国家博物馆卡通形象...,https://baijiahao.baidu.com/s?id=1679564797227047324&wfr=spider&for=pc,"('10月4日', 2160)"
46,中国国家博物馆,新华社新媒体,中国国家博物馆“文物雪糕”受欢迎,日前，中国国家博物馆新推出“说唱俑”和“云纹犀尊”两款“文物雪糕”。“说唱俑”是巧克力口味，造型源自“击鼓说唱俑”；“云纹犀尊”是抹茶口味，造型源自“错金银云纹青铜犀尊”，这两件文物都陈列在该馆的“古代中国”基本...,https://baijiahao.baidu.com/s?id=1677903796802172460&wfr=spider&for=pc,"('9月15日', 2160)"
47,中国国家博物馆,央广网,“记住乡愁——山东民艺展”学术研讨会在中国国家博物馆举行,研讨会上，中国国家博物馆馆长王春法，中国国家博物馆副馆长刘万鸣，中国民间文艺家协会名誉主席、天津大学冯骥才文学艺术研究院院长冯骥才等先后致辞。中国民间文艺家协会分党组书记、驻会副主席邱运华担任学术主持。中国文联副主席、中国民协...,https://baijiahao.baidu.com/s?id=1677415654216082459&wfr=spider&for=pc,"('9月10日', 2160)"
48,中国国家博物馆,中国新闻网,武汉高校教师战“疫”钢笔画获中国国家博物馆收藏,疫情期间查测体温钢笔画　受访者供图 中新网武汉8月17日电 (屠傲凌)中国地质大学(武汉)教师陈华文近日收到中国国家博物馆颁发的收藏证书，感谢他捐赠的《武汉战“疫”》钢笔素描作品20幅。方舱建设钢笔画 受访者供图 医护照顾病患...,https://baijiahao.baidu.com/s?id=1675250165802614818&wfr=spider&for=pc,"('8月17日', 2160)"
49,中国国家博物馆,中国戏曲学院,...戏曲学院建校暨新中国戏曲教育70年成就展”在中国国家博物馆开展,薪火相传焕新颜，锐意进取展宏图——“中国戏曲学院建校暨新中国戏曲教育70年成就展”在中国国家博物馆开展 七十载薪火相传焕新颜，七十年锐意进取展宏图。为深入贯彻落实习近平总书记给中国戏曲学院师生重要回信精神，回顾历史，展望未来...,https://baijiahao.baidu.com/s?id=1687745825875426666&wfr=spider&for=pc,"('1月2日', 2880)"
50,中国国家博物馆,豫见你我他,周口市两摄影家拍摄的画册被中国国家博物馆收藏,29日，从周口市文联获悉，周口市摄影家罗勇拍摄的《封城记》、付锐拍摄的《战役，瞰武汉》画册被中国国家博物馆收藏，这是两位摄影家在疫情期间不畏疫魔，逆行武汉34天，用镜头记录下抗疫的武汉景象。周口摄影界人才辈出，过去30年中，...,https://baijiahao.baidu.com/s?id=1681975452761725835&wfr=spider&for=pc,"('10月30日', 2160)"
51,中国国家博物馆,南方新闻网,载入史册!中国国家博物馆收藏“中国加油”字样皇马球衣,3日下午，西甲豪门皇家马德里俱乐部通过官方微博发布，一件印有“中国加油”的特制皇马球衣被中国国家博物馆所收藏，国博也向皇马颁发了捐赠证书。该球衣是在今年2月17日、上赛季皇马主场对阵塞尔塔的比赛中，皇马球员所穿着的特制款球衣。,https://baijiahao.baidu.com/s?id=1676868053596900485&wfr=spider&for=pc,"('9月4日', 2160)"
52,中国国家博物馆,河南收藏家协会,中国国家博物馆除镇馆之宝与珍贵文物之外还有一份珍贵藏品-契约,中国国家博物馆位于北京市天安门广场东侧，成立于1912年，曾用名“国立历史博物馆”“北京历史博物馆”“中国历史博物馆”“中国革命历史博物馆”，2003年正式更名为“中国国家博物馆”。中国国家博物馆建筑面积20多万平方米，是世界上单体...,https://baijiahao.baidu.com/s?id=1676528410469066500&wfr=spider&for=pc,"('8月31日', 2160)"
53,中国国家博物馆,中国青年网,众志成城——抗疫主题美术作品展在中国国家博物馆开展,“众志成城——抗疫主题美术作品展”2020年8月1日起在北京中国国家博物馆开展。本次展览共展出在抗击新冠肺炎疫情背景下创作的美术作品近200件（套），艺术形式涵盖国画、油画、版画、水彩画、宣传画、连环画、雕塑、书法、篆刻及工艺...,https://baijiahao.baidu.com/s?id=1673933544543253085&wfr=spider&for=pc,"('8月2日', 2160)"
54,中国国家博物馆,收藏家杂志,浅谈中国古代玉雕动物造型与工艺——以中国国家博物馆藏品为例,中国国家博物馆馆藏玉器丰富，本文仅按时代脉络挑选一些国家博物馆藏品对玉雕动物题材玉器从造型和工艺方面做简单介绍。一、简易抽象的新石器时期玉雕动物 艺术来源于生活，从古至今人们始终是把自然界中美好的事物加升华，并用各种方式进行...,https://baijiahao.baidu.com/s?id=1682310942097363057&wfr=spider&for=pc,"('11月4日', 2160)"
55,中国国家博物馆,体育卡卡说,让爱心蔓延!中国国家博物馆永久收藏国际米兰声援中国球衣!,近日，中国国家博物馆正式收藏了上赛季米兰德比中什克尼利亚尔身穿的备用球衣，同时国家博物馆也给国际米兰颁发了相应了捐赠证书，肯定了国际米兰在抗疫的关键时期做出的贡献。在今年2月10日的意甲米兰德比中，国际米兰全队身穿印有“中国...,https://baijiahao.baidu.com/s?id=1677893932995722879&wfr=spider&for=pc,"('9月15日', 2160)"
56,中国国家博物馆,巨柚商城,中国国家博物馆居然“发文物”啦!不但充满历史意义还能吃进嘴!,我们的历史，需要我们去继承推广。但厚重史书对于生活繁忙的我们来说确实已经很难有空暇去翻阅了。毕竟工作之后生活一次又一次打压，我们对诗和远方都只剩下梦想，如果还有动力或许就是吃了吧。这次中国国家博物馆居然“发文物”啦！不但...,https://baijiahao.baidu.com/s?id=1677169318526770690&wfr=spider&for=pc,"('9月7日', 2160)"
57,中国国家博物馆,大手笔网,"陆金根作品,中国国家博物馆永久收藏",当代著名书法家陆金根作品《心经》由中国国家博物馆永久收藏，国博收藏21611号。陆金根，男，汉族，愚石斋主，1959年生于上海。现为中国书法家协会会员、中国硬笔书法协会会员、上海徐汇区书画协会会员、上海市赵朴初研究会会员、上海市浦东...,https://baijiahao.baidu.com/s?id=1676364547540233006&wfr=spider&for=pc,"('8月29日', 2160)"
58,中国国家博物馆,天眼新闻,贵州摄影师彭浩抗疫纪实作品《隔离 东方71天》被中国国家博物馆收藏,近日，贵州摄影师彭浩拍摄的抗疫纪实作品《隔离 东方71天》入选百本“雅昌影像”抗疫纪实画册，这百本画册已被中国国家博物馆收藏并展览。2020年全球遭遇新冠肺炎，中华民族在这一场战“疫”中谱写了民族壮歌。“雅昌影像”平台在短短...,https://baijiahao.baidu.com/s?id=1675235752849805668&wfr=spider&for=pc,"('8月17日', 2160)"
59,中国国家博物馆,闪电新闻,"山东这个千年古县的老物件亮相中国国家博物馆,每一眼都是乡愁!",中国国家博物馆 南1展厅时间:2020年7月15日-10月15日前后(更多展览详情以国博官网公布为准)海报设计 | 孙凤群在本次专题特展中来自鄄城县的鲁锦、鲁锦织布机、砖塑、北狮皮、糖果饯模等非物质文化遗产项目受邀参展鄄城元素亮相中国...,https://baijiahao.baidu.com/s?id=1672910202965202234&wfr=spider&for=pc,"('7月22日', 2160)"
60,中国国家博物馆,武汉发布,江夏方舱医院15件(套)物品被中国国家博物馆收藏,7月11日，记者从江夏区文旅局获悉，江夏方舱医院15件（套）抗击新冠肺炎的相关物件作为文物，被中国国家博物馆收藏。国博收藏证书及收据。通讯员冰河 供图 记者注意到，15件（套）被收藏的文物中有江夏方舱医院牌匾、江夏方舱医院休舱...,https://baijiahao.baidu.com/s?id=1671928040722554469&wfr=spider&for=pc,"('7月11日', 2160)"
61,中国国家博物馆,国家博物馆,中国国家博物馆卡通形象征集大赛公告,中国国家博物馆是代表国家收藏、研究、展示、阐释能够充分反映中华优秀传统文化、革命文化和社会主义先进文化代表性物证的最高机构，是国家最高历史文化艺术殿堂和文化客厅。为增强国博品牌形象的设计和塑造，提升国博品牌亲和力和影响力，现向...,https://baijiahao.baidu.com/s?id=1671760659711414752&wfr=spider&for=pc,"('7月10日', 2160)"
